city,area,rooms,bathroom,parking,floor,animal,furniture,total
São Paulo,420.0,4,4,4,19,acept,not furnished,19790.0
Belo Horizonte,147.0,4,5,3,3,acept,not furnished,4508.0
Campinas,80.0,1,1,1,7,acept,not furnished,3486.0
Rio de Janeiro,89.0,2,2,2,4,acept,furnished,5961.0
São Paulo,163.0,3,3,3,8,acept,furnished,4532.0
São Paulo,330.0,4,5,2,4,acept,not furnished,18390.0
São Paulo,70.0,1,1,1,2,acept,not furnished,1673.0
Rio de Janeiro,104.0,3,2,1,6,acept,not furnished,3744.0
Rio de Janeiro,43.0,1,1,0,7,acept,not furnished,1495.0
São Paulo,67.0,2,1,1,2,acept,furnished,2222.0
São Paulo,450.0,4,5,6,4,acept,not furnished,19230.0
São Paulo,28.0,1,1,1,5,acept,not furnished,2101.0
São Paulo,46.0,1,1,1,12,not acept,furnished,6807.0
São Paulo,34.0,1,1,1,7,acept,furnished,4359.0
São Paulo,33.0,1,1,1,11,not acept,furnished,4370.0
São Paulo,90.0,3,1,1,2,not acept,not furnished,3031.0
São Paulo,75.0,3,3,2,10,acept,not furnished,3083.0
Belo Horizonte,150.0,6,5,8,0,acept,not furnished,8757.0
São Paulo,300.0,3,3,3,0,acept,not furnished,3803.0
Porto Alegre,70.0,2,2,2,3,not acept,not furnished,2695.0
Rio de Janeiro,320.0,3,4,1,11,not acept,not furnished,8367.0
Belo Horizonte,800.0,4,5,0,0,acept,not furnished,4546.0
São Paulo,400.0,4,7,4,0,acept,furnished,12850.0
São Paulo,288.0,3,3,3,8,acept,not furnished,7695.0
Rio de Janeiro,90.0,2,2,1,3,acept,not furnished,1833.0
São Paulo,209.0,4,4,3,7,not acept,not furnished,9334.0
São Paulo,55.0,2,1,1,6,acept,not furnished,2791.0
São Paulo,280.0,4,4,7,0,acept,furnished,5229.0
São Paulo,190.0,4,4,4,14,acept,not furnished,11430.0
São Paulo,294.0,3,6,3,0,acept,not furnished,2949.0
São Paulo,60.0,2,1,1,3,acept,furnished,2878.0
São Paulo,400.0,4,3,2,0,acept,not furnished,3833.0
São Paulo,350.0,5,4,8,0,not acept,not furnished,9898.0
Belo Horizonte,68.0,3,2,1,2,acept,not furnished,1138.0
Porto Alegre,40.0,1,1,1,0,acept,not furnished,993.0
São Paulo,220.0,3,4,3,1,acept,not furnished,9664.0
São Paulo,200.0,3,3,3,0,acept,not furnished,7843.0
Campinas,65.0,2,1,1,7,acept,not furnished,1764.0
São Paulo,225.0,4,3,2,0,acept,furnished,4757.0
São Paulo,100.0,2,2,1,0,acept,not furnished,2968.0
São Paulo,116.0,4,3,2,8,acept,not furnished,3801.0
Rio de Janeiro,59.0,2,1,0,7,not acept,furnished,6709.0
São Paulo,380.0,3,2,3,5,acept,not furnished,19310.0
São Paulo,175.0,4,3,3,3,acept,furnished,15770.0
São Paulo,37.0,1,1,1,11,acept,furnished,3636.0
São Paulo,34.0,1,1,1,2,not acept,not furnished,2340.0
Rio de Janeiro,58.0,1,1,1,11,acept,not furnished,1770.0
São Paulo,72.0,3,1,1,2,acept,not furnished,2082.0
Belo Horizonte,135.0,4,2,2,2,acept,not furnished,5095.0
Rio de Janeiro,164.0,4,3,2,5,acept,not furnished,6977.0
São Paulo,190.0,3,3,2,0,acept,not furnished,7295.0
Rio de Janeiro,110.0,3,1,0,7,acept,furnished,3680.0
São Paulo,80.0,2,2,2,0,acept,furnished,6570.0
Rio de Janeiro,90.0,3,2,1,5,acept,not furnished,2523.0
Porto Alegre,54.0,2,1,1,2,acept,not furnished,1164.0
Rio de Janeiro,100.0,3,2,1,6,acept,not furnished,5329.0
Porto Alegre,37.0,1,1,0,1,acept,not furnished,953.0
São Paulo,51.0,1,2,1,3,not acept,furnished,3216.0
Campinas,62.0,2,1,1,0,acept,not furnished,1496.0
São Paulo,70.0,2,2,2,7,not acept,furnished,6068.0
Rio de Janeiro,63.0,2,1,0,4,acept,not furnished,1725.0
São Paulo,127.0,3,2,1,10,acept,not furnished,7799.0
São Paulo,230.0,4,3,2,2,acept,not furnished,14240.0
Campinas,102.0,3,3,1,9,acept,not furnished,2725.0
São Paulo,65.0,2,2,1,11,acept,furnished,2265.0
Rio de Janeiro,67.0,2,1,0,2,acept,not furnished,2167.0
Porto Alegre,56.0,1,1,0,2,acept,not furnished,1045.0
São Paulo,172.0,3,3,2,14,acept,furnished,10020.0
São Paulo,80.0,2,2,1,8,not acept,furnished,5808.0
Campinas,156.0,4,5,3,3,not acept,not furnished,3097.0
Campinas,70.0,1,1,1,11,not acept,not furnished,1621.0
Rio de Janeiro,125.0,3,2,0,4,acept,not furnished,6764.0
Belo Horizonte,90.0,2,2,2,14,not acept,not furnished,3889.0
São Paulo,50.0,2,1,0,0,not acept,not furnished,1197.0
Rio de Janeiro,260.0,4,3,1,11,acept,furnished,9208.0
São Paulo,249.0,4,2,2,0,acept,not furnished,4422.0
São Paulo,179.0,3,5,0,11,acept,furnished,17660.0
São Paulo,16.0,1,1,0,8,not acept,not furnished,2548.0
Belo Horizonte,350.0,7,5,5,0,acept,not furnished,9148.0
Rio de Janeiro,28.0,1,1,0,21,acept,not furnished,2790.0
São Paulo,102.0,3,2,2,1,acept,not furnished,3565.0
São Paulo,31.0,1,1,0,6,acept,not furnished,2932.0
São Paulo,480.0,4,6,3,0,acept,not furnished,10650.0
São Paulo,290.0,4,4,4,1,acept,not furnished,7572.0
São Paulo,35.0,1,1,1,12,not acept,furnished,3640.0
São Paulo,24.0,1,1,0,2,not acept,not furnished,1938.0
Porto Alegre,70.0,2,1,1,2,acept,furnished,1580.0
Rio de Janeiro,55.0,2,1,1,9,not acept,not furnished,2359.0
Belo Horizonte,120.0,3,1,1,2,acept,not furnished,4123.0
São Paulo,160.0,3,3,1,11,acept,not furnished,5472.0
Campinas,47.0,1,1,1,9,acept,not furnished,1121.0
São Paulo,95.0,3,2,2,1,acept,not furnished,2930.0
Belo Horizonte,300.0,4,3,3,3,acept,not furnished,9469.0
Belo Horizonte,210.0,4,3,3,3,acept,not furnished,3854.0
Porto Alegre,45.0,1,1,1,18,not acept,not furnished,2580.0
São Paulo,87.0,2,1,1,5,acept,not furnished,2082.0
São Paulo,250.0,4,4,2,17,acept,furnished,9177.0
São Paulo,82.0,3,2,2,2,acept,not furnished,2779.0
Campinas,93.0,3,2,2,4,acept,not furnished,3980.0
São Paulo,142.0,3,4,3,2,acept,not furnished,7777.0
Campinas,74.0,3,2,1,17,acept,not furnished,1860.0
Porto Alegre,36.0,1,1,0,4,not acept,furnished,1673.0
São Paulo,33.0,1,1,0,14,acept,not furnished,4550.0
Rio de Janeiro,80.0,2,1,0,10,not acept,not furnished,1811.0
Porto Alegre,90.0,2,1,1,2,acept,furnished,1643.0
São Paulo,195.0,2,3,3,15,acept,furnished,12170.0
São Paulo,186.0,3,2,2,5,acept,not furnished,3886.0
São Paulo,275.0,4,4,3,9,acept,not furnished,11440.0
Belo Horizonte,230.0,4,4,5,13,acept,not furnished,12000.0
Porto Alegre,42.0,1,1,1,11,acept,not furnished,3112.0
Rio de Janeiro,388.0,4,4,1,2,not acept,not furnished,21350.0
São Paulo,94.0,3,3,2,1,acept,not furnished,3593.0
São Paulo,260.0,4,2,2,3,acept,not furnished,8386.0
Campinas,65.0,3,2,1,2,not acept,not furnished,1794.0
Rio de Janeiro,76.0,2,1,0,5,acept,not furnished,2121.0
São Paulo,131.0,4,4,3,1,not acept,furnished,8995.0
São Paulo,225.0,3,3,4,6,acept,furnished,12740.0
Belo Horizonte,201.0,4,4,3,2,acept,not furnished,7874.0
Rio de Janeiro,570.0,3,6,2,11,acept,not furnished,17520.0
Porto Alegre,53.0,2,2,1,3,acept,not furnished,1713.0
Belo Horizonte,240.0,4,5,3,4,acept,not furnished,4809.0
Rio de Janeiro,50.0,1,1,0,2,acept,not furnished,2835.0
São Paulo,54.0,1,1,1,13,not acept,furnished,6102.0
São Paulo,178.0,2,3,4,1,not acept,not furnished,6580.0
Porto Alegre,50.0,1,1,0,3,acept,not furnished,1117.0
São Paulo,212.0,4,3,6,0,acept,furnished,3265.0
São Paulo,380.0,4,6,4,7,acept,not furnished,9726.0
São Paulo,138.0,2,2,1,11,acept,furnished,8178.0
Belo Horizonte,180.0,4,3,3,4,not acept,not furnished,6610.0
Porto Alegre,43.0,1,1,1,4,acept,not furnished,1254.0
Rio de Janeiro,48.0,1,1,1,6,acept,furnished,2837.0
Rio de Janeiro,180.0,3,3,0,7,acept,furnished,8992.0
Campinas,70.0,1,2,1,6,acept,furnished,4032.0
Porto Alegre,155.0,2,2,2,5,acept,not furnished,2878.0
São Paulo,262.0,3,4,4,8,acept,not furnished,22090.0
São Paulo,25.0,1,1,1,25,acept,not furnished,2522.0
São Paulo,50.0,3,1,1,4,not acept,not furnished,3510.0
São Paulo,108.0,3,2,1,14,acept,not furnished,6905.0
São Paulo,170.0,3,2,1,14,acept,furnished,6343.0
São Paulo,60.0,1,1,0,0,acept,not furnished,1050.0
São Paulo,78.0,3,2,2,10,acept,not furnished,3198.0
Belo Horizonte,170.0,3,2,0,0,acept,not furnished,5402.0
Rio de Janeiro,20.0,1,1,0,2,acept,not furnished,608.0
Porto Alegre,500.0,5,4,4,4,not acept,not furnished,7309.0
São Paulo,248.0,3,4,4,2,acept,not furnished,18310.0
São Paulo,145.0,3,3,2,7,acept,not furnished,6970.0
São Paulo,50.0,1,1,1,10,not acept,furnished,9694.0
Porto Alegre,44.0,1,2,0,3,acept,not furnished,1520.0
São Paulo,200.0,3,2,2,0,acept,not furnished,4818.0
Belo Horizonte,58.0,2,2,1,5,acept,not furnished,1512.0
São Paulo,280.0,3,4,4,4,acept,not furnished,21690.0
São Paulo,52.0,1,1,1,7,acept,furnished,4831.0
São Paulo,271.0,3,3,2,0,acept,not furnished,9080.0
São Paulo,223.0,4,4,7,0,acept,not furnished,6752.0
São Paulo,263.0,4,5,4,21,acept,not furnished,17150.0
Porto Alegre,157.0,4,3,1,12,acept,furnished,4871.0
São Paulo,323.0,5,5,3,0,acept,not furnished,5455.0
São Paulo,80.0,2,2,1,0,not acept,not furnished,2198.0
São Paulo,70.0,2,2,2,1,acept,furnished,7384.0
Belo Horizonte,74.0,3,2,1,1,acept,not furnished,1556.0
Belo Horizonte,66.0,3,1,2,3,acept,not furnished,1438.0
São Paulo,80.0,2,1,1,6,acept,not furnished,2092.0
Porto Alegre,100.0,3,2,2,0,acept,not furnished,3179.0
São Paulo,218.0,4,4,2,1,acept,not furnished,8512.0
Rio de Janeiro,73.0,2,1,1,4,acept,not furnished,1960.0
Rio de Janeiro,230.0,4,2,2,1,acept,furnished,19010.0
São Paulo,80.0,3,5,2,4,not acept,not furnished,16610.0
Belo Horizonte,180.0,3,3,3,4,acept,not furnished,4814.0
Rio de Janeiro,85.0,3,2,1,15,acept,not furnished,3507.0
São Paulo,37.0,1,1,0,0,not acept,not furnished,989.0
Porto Alegre,65.0,2,1,0,3,acept,not furnished,1161.0
São Paulo,440.0,4,3,2,3,acept,not furnished,14000.0
São Paulo,74.0,3,2,1,6,acept,not furnished,2350.0
São Paulo,180.0,3,4,3,12,acept,not furnished,4772.0
São Paulo,198.0,3,3,0,14,acept,not furnished,8862.0
Rio de Janeiro,170.0,3,4,3,3,acept,not furnished,7822.0
São Paulo,240.0,3,4,3,7,acept,furnished,13780.0
São Paulo,59.0,2,2,0,5,not acept,not furnished,2795.0
São Paulo,525.0,5,4,4,0,acept,not furnished,10620.0
São Paulo,226.0,4,4,4,2,acept,not furnished,8377.0
São Paulo,60.0,2,2,2,0,acept,not furnished,2217.0
Porto Alegre,43.0,2,1,0,6,not acept,not furnished,2017.0
São Paulo,158.0,4,4,3,3,acept,not furnished,9159.0
Porto Alegre,42.0,1,1,1,3,acept,furnished,1600.0
Belo Horizonte,66.0,2,1,1,13,acept,not furnished,969.0
São Paulo,39.0,1,1,1,24,not acept,furnished,4979.0
São Paulo,64.0,1,2,1,4,acept,furnished,4782.0
São Paulo,70.0,3,2,0,0,acept,not furnished,1583.0
São Paulo,30.0,1,1,1,9,acept,not furnished,1956.0
São Paulo,135.0,3,3,0,1,not acept,not furnished,5426.0
São Paulo,170.0,3,2,1,5,acept,not furnished,7553.0
Rio de Janeiro,120.0,3,2,1,3,acept,not furnished,9631.0
Belo Horizonte,92.0,2,1,0,0,acept,not furnished,1280.0
Belo Horizonte,183.0,4,4,4,8,acept,not furnished,11920.0
São Paulo,210.0,3,3,2,15,not acept,furnished,13110.0
Campinas,119.0,3,3,2,14,acept,not furnished,6366.0
Rio de Janeiro,298.0,5,3,2,3,acept,not furnished,6770.0
Belo Horizonte,260.0,3,2,4,0,acept,not furnished,2911.0
Belo Horizonte,201.0,4,4,4,7,acept,not furnished,9311.0
São Paulo,200.0,3,4,4,0,not acept,not furnished,4461.0
São Paulo,60.0,2,1,1,7,acept,furnished,4746.0
Rio de Janeiro,70.0,2,1,1,0,acept,not furnished,2390.0
São Paulo,135.0,3,2,1,21,acept,furnished,8623.0
São Paulo,336.0,6,2,3,0,acept,not furnished,7571.0
São Paulo,300.0,3,4,6,0,acept,not furnished,3416.0
Rio de Janeiro,600.0,5,5,4,12,acept,not furnished,13990.0
São Paulo,60.0,3,3,2,0,acept,not furnished,3014.0
São Paulo,254.0,3,4,4,1,not acept,furnished,11120.0
São Paulo,210.0,3,5,4,6,acept,furnished,16310.0
São Paulo,178.0,3,4,2,4,not acept,not furnished,13410.0
São Paulo,45.0,1,1,0,0,not acept,not furnished,1050.0
Rio de Janeiro,70.0,3,1,0,3,acept,not furnished,1372.0
São Paulo,181.0,4,5,3,5,acept,not furnished,5312.0
Belo Horizonte,72.0,2,2,1,4,acept,not furnished,2183.0
São Paulo,60.0,2,2,1,21,acept,furnished,7363.0
São Paulo,55.0,2,1,1,3,acept,not furnished,2319.0
São Paulo,94.0,1,2,2,2,not acept,furnished,14910.0
Rio de Janeiro,210.0,3,2,1,6,acept,not furnished,18160.0
São Paulo,37.0,1,1,1,21,acept,not furnished,4642.0
São Paulo,41.0,2,1,0,16,acept,not furnished,1486.0
São Paulo,240.0,3,4,3,1,acept,furnished,18070.0
Porto Alegre,70.0,2,1,0,12,acept,not furnished,1706.0
Belo Horizonte,55.0,3,1,1,3,not acept,not furnished,1052.0
Rio de Janeiro,150.0,3,1,0,3,acept,not furnished,1970.0
Rio de Janeiro,55.0,2,2,1,13,acept,not furnished,1878.0
São Paulo,390.0,3,3,2,0,acept,furnished,8263.0
Porto Alegre,73.0,3,2,1,1,acept,not furnished,2241.0
Campinas,57.0,1,1,1,2,acept,not furnished,3454.0
Rio de Janeiro,93.0,3,1,0,0,acept,not furnished,1990.0
Rio de Janeiro,88.0,2,2,2,3,acept,not furnished,3920.0
São Paulo,330.0,4,6,3,7,acept,not furnished,23120.0
São Paulo,130.0,3,3,2,1,acept,furnished,3785.0
São Paulo,170.0,4,3,2,15,not acept,furnished,13900.0
São Paulo,220.0,3,4,4,2,acept,not furnished,9821.0
São Paulo,59.0,2,1,1,6,acept,not furnished,2221.0
São Paulo,500.0,4,4,3,0,acept,not furnished,11950.0
Rio de Janeiro,70.0,3,2,0,1,acept,not furnished,1570.0
Rio de Janeiro,55.0,1,1,1,5,not acept,not furnished,1830.0
Belo Horizonte,35.0,1,1,1,5,acept,furnished,1795.0
São Paulo,33.0,1,1,1,12,acept,furnished,3929.0
Belo Horizonte,80.0,3,2,1,1,acept,not furnished,1593.0
São Paulo,60.0,1,1,1,20,not acept,furnished,3913.0
Porto Alegre,48.0,2,1,0,1,acept,not furnished,1400.0
Campinas,53.0,1,1,1,13,acept,not furnished,1187.0
São Paulo,96.0,3,1,1,10,acept,not furnished,3976.0
São Paulo,25.0,1,1,0,2,not acept,furnished,1773.0
São Paulo,83.0,1,1,1,15,not acept,furnished,10330.0
Porto Alegre,70.0,2,2,2,12,acept,not furnished,2327.0
São Paulo,80.0,1,1,0,0,acept,not furnished,1220.0
Belo Horizonte,45.0,1,1,0,1,not acept,not furnished,1123.0
São Paulo,43.0,1,1,0,5,acept,furnished,2104.0
São Paulo,250.0,5,4,5,6,acept,not furnished,5936.0
São Paulo,350.0,5,6,6,10,acept,not furnished,22610.0
Campinas,190.0,4,4,2,14,acept,not furnished,4307.0
São Paulo,117.0,3,4,4,14,acept,not furnished,4285.0
Rio de Janeiro,75.0,2,1,1,6,not acept,not furnished,1036.0
Belo Horizonte,113.0,4,2,2,11,acept,not furnished,7055.0
Porto Alegre,46.0,1,1,1,2,acept,not furnished,1056.0
São Paulo,100.0,3,2,1,0,acept,not furnished,3651.0
São Paulo,35.0,1,1,0,0,not acept,not furnished,508.0
São Paulo,300.0,4,5,1,8,acept,furnished,12760.0
Campinas,57.0,2,1,1,1,acept,furnished,1419.0
São Paulo,35.0,1,1,0,6,acept,not furnished,1938.0
Rio de Janeiro,110.0,3,2,2,2,acept,not furnished,3928.0
São Paulo,106.0,2,3,2,14,acept,furnished,5349.0
Rio de Janeiro,120.0,3,3,1,3,acept,not furnished,4953.0
Porto Alegre,40.0,1,1,0,5,not acept,furnished,2030.0
Rio de Janeiro,97.0,3,1,0,3,acept,not furnished,2597.0
Rio de Janeiro,160.0,3,1,2,0,acept,not furnished,2994.0
São Paulo,80.0,4,4,3,5,acept,not furnished,9527.0
São Paulo,297.0,4,5,5,19,acept,not furnished,17510.0
São Paulo,400.0,5,4,6,0,acept,furnished,6598.0
Rio de Janeiro,90.0,3,1,0,2,acept,not furnished,1910.0
Rio de Janeiro,93.0,3,3,1,7,acept,not furnished,4571.0
São Paulo,37.0,1,1,1,9,acept,furnished,3538.0
São Paulo,300.0,4,2,2,1,acept,furnished,10670.0
São Paulo,217.0,3,4,3,3,acept,not furnished,6242.0
São Paulo,77.0,3,2,2,14,not acept,not furnished,7314.0
São Paulo,150.0,3,4,3,18,not acept,furnished,10380.0
São Paulo,60.0,2,1,0,10,acept,not furnished,2128.0
São Paulo,140.0,3,2,1,13,acept,not furnished,4226.0
Belo Horizonte,96.0,3,2,1,6,acept,not furnished,2322.0
São Paulo,55.0,1,1,1,1,acept,furnished,6328.0
São Paulo,170.0,3,2,2,0,acept,not furnished,4573.0
Rio de Janeiro,70.0,2,2,1,11,acept,not furnished,2630.0
São Paulo,400.0,10,9,8,0,acept,not furnished,9006.0
Belo Horizonte,209.0,4,4,4,11,acept,not furnished,10130.0
Rio de Janeiro,91.0,2,2,2,3,acept,furnished,10700.0
São Paulo,328.0,3,4,4,18,acept,furnished,8259.0
Belo Horizonte,92.0,3,3,2,2,acept,not furnished,2034.0
Rio de Janeiro,50.0,2,1,1,11,acept,not furnished,2502.0
Rio de Janeiro,85.0,2,1,0,0,acept,not furnished,3530.0
São Paulo,72.0,2,2,0,1,acept,furnished,3740.0
Rio de Janeiro,140.0,4,2,1,9,acept,not furnished,5901.0
São Paulo,70.0,2,2,1,1,not acept,not furnished,1990.0
São Paulo,130.0,3,3,3,5,not acept,not furnished,6093.0
São Paulo,387.0,4,6,6,4,acept,not furnished,13210.0
Campinas,126.0,3,3,2,1,acept,not furnished,4593.0
São Paulo,104.0,3,2,2,1,not acept,not furnished,4889.0
São Paulo,550.0,4,4,4,0,acept,not furnished,15550.0
São Paulo,51.0,1,1,0,9,acept,not furnished,2426.0
Belo Horizonte,140.0,4,3,3,4,acept,not furnished,4896.0
São Paulo,70.0,2,2,2,1,acept,not furnished,2532.0
Rio de Janeiro,140.0,3,2,1,4,not acept,furnished,5923.0
Rio de Janeiro,20.0,1,1,0,1,acept,not furnished,1672.0
São Paulo,365.0,3,5,2,5,acept,furnished,11460.0
Porto Alegre,200.0,2,3,2,12,acept,furnished,15240.0
São Paulo,40.0,1,1,0,0,not acept,not furnished,1089.0
Campinas,66.0,1,1,1,2,acept,furnished,6026.0
São Paulo,161.0,1,2,2,10,not acept,not furnished,9305.0
Rio de Janeiro,75.0,2,1,0,5,acept,not furnished,3376.0
Campinas,110.0,3,1,2,0,acept,not furnished,1993.0
Campinas,82.0,2,1,1,1,acept,not furnished,1013.0
São Paulo,23.0,1,1,0,7,acept,furnished,2253.0
São Paulo,65.0,3,2,1,2,acept,not furnished,2410.0
Porto Alegre,40.0,1,1,0,1,acept,furnished,831.0
Campinas,129.0,3,2,2,1,acept,not furnished,4998.0
São Paulo,114.0,1,1,1,6,acept,not furnished,4031.0
São Paulo,200.0,2,2,2,0,acept,not furnished,3214.0
Porto Alegre,101.0,3,2,2,8,acept,furnished,4945.0
Belo Horizonte,50.0,2,1,0,0,not acept,not furnished,1016.0
São Paulo,400.0,4,3,2,0,acept,not furnished,9538.0
São Paulo,71.0,2,1,1,7,acept,not furnished,3376.0
Porto Alegre,72.0,2,1,0,3,not acept,not furnished,1056.0
São Paulo,250.0,4,4,3,5,not acept,furnished,13330.0
Campinas,50.0,2,1,1,3,acept,not furnished,1013.0
Campinas,180.0,3,2,1,11,acept,not furnished,3489.0
Porto Alegre,31.0,1,1,0,4,acept,not furnished,873.0
Rio de Janeiro,86.0,2,1,0,7,acept,not furnished,2462.0
Belo Horizonte,200.0,4,3,2,4,acept,not furnished,5596.0
São Paulo,130.0,3,2,1,6,acept,not furnished,7420.0
Porto Alegre,38.0,1,1,0,10,acept,not furnished,2199.0
São Paulo,20.0,1,1,0,1,not acept,furnished,1975.0
Porto Alegre,140.0,3,2,2,3,acept,furnished,4714.0
Porto Alegre,40.0,1,1,0,3,acept,not furnished,1215.0
São Paulo,65.0,2,2,1,8,acept,not furnished,4813.0
Belo Horizonte,300.0,5,3,3,0,acept,not furnished,8874.0
Porto Alegre,30.0,1,1,0,3,not acept,not furnished,940.0
São Paulo,41.0,1,1,0,3,acept,not furnished,2178.0
Belo Horizonte,98.0,3,2,1,2,not acept,not furnished,1860.0
Campinas,50.0,1,1,0,11,not acept,not furnished,1161.0
Belo Horizonte,68.0,2,2,2,5,acept,not furnished,5326.0
São Paulo,193.0,3,3,3,1,not acept,not furnished,10520.0
São Paulo,32.0,1,1,1,15,acept,not furnished,2254.0
Rio de Janeiro,36.0,1,1,0,4,acept,not furnished,1752.0
São Paulo,167.0,3,1,0,0,acept,not furnished,1523.0
Rio de Janeiro,25.0,1,1,0,1,acept,not furnished,2499.0
São Paulo,50.0,2,1,1,15,acept,not furnished,1862.0
Rio de Janeiro,125.0,2,4,1,2,not acept,not furnished,10080.0
Porto Alegre,85.0,3,2,2,8,acept,furnished,4250.0
Porto Alegre,170.0,2,2,0,19,acept,furnished,3724.0
São Paulo,300.0,5,6,2,0,not acept,not furnished,8921.0
São Paulo,23.0,1,1,1,12,acept,furnished,3535.0
Porto Alegre,160.0,2,4,2,8,acept,not furnished,8770.0
Belo Horizonte,210.0,3,5,4,3,acept,not furnished,10130.0
São Paulo,120.0,3,3,2,0,acept,not furnished,4623.0
Rio de Janeiro,406.0,3,4,2,3,acept,furnished,19560.0
Campinas,63.0,2,1,1,0,not acept,not furnished,2215.0
São Paulo,127.0,3,4,2,6,not acept,furnished,5022.0
São Paulo,90.0,3,2,2,11,not acept,not furnished,8608.0
Belo Horizonte,373.0,4,5,7,0,acept,not furnished,12210.0
São Paulo,650.0,4,6,5,0,acept,not furnished,10990.0
São Paulo,250.0,3,3,2,7,acept,furnished,9112.0
Belo Horizonte,318.0,4,2,2,0,not acept,not furnished,4753.0
São Paulo,22.0,1,1,0,0,acept,not furnished,991.0
Rio de Janeiro,64.0,2,1,0,8,acept,furnished,3935.0
São Paulo,172.0,4,5,3,9,acept,not furnished,9168.0
São Paulo,108.0,3,3,2,2,not acept,not furnished,3746.0
São Paulo,31.0,1,1,1,11,acept,not furnished,3338.0
Belo Horizonte,90.0,2,1,2,1,acept,not furnished,2256.0
Rio de Janeiro,81.0,2,1,0,6,acept,not furnished,4035.0
Rio de Janeiro,80.0,2,1,1,10,not acept,not furnished,2635.0
São Paulo,243.0,3,2,1,5,acept,not furnished,10390.0
Rio de Janeiro,67.0,2,1,0,6,acept,not furnished,8635.0
São Paulo,160.0,3,1,1,0,acept,not furnished,3344.0
Porto Alegre,67.0,2,1,1,9,acept,not furnished,1802.0
São Paulo,90.0,3,2,3,1,acept,not furnished,2739.0
São Paulo,186.0,4,4,3,11,acept,not furnished,8155.0
Porto Alegre,62.0,2,2,2,6,acept,not furnished,2041.0
São Paulo,215.0,4,6,3,2,acept,furnished,8832.0
São Paulo,28.0,1,1,0,5,acept,furnished,2042.0
São Paulo,240.0,4,5,3,4,acept,not furnished,19940.0
São Paulo,70.0,2,2,1,2,not acept,furnished,5729.0
São Paulo,145.0,2,2,2,10,acept,not furnished,10800.0
São Paulo,62.0,2,2,1,9,acept,furnished,3326.0
Belo Horizonte,270.0,4,5,6,0,acept,furnished,8449.0
São Paulo,266.0,3,5,1,15,acept,furnished,6841.0
São Paulo,109.0,1,1,2,5,not acept,furnished,13880.0
São Paulo,24.0,1,1,0,3,acept,furnished,2496.0
Campinas,80.0,3,2,2,12,acept,not furnished,3342.0
São Paulo,500.0,4,8,4,0,acept,furnished,15130.0
São Paulo,150.0,3,1,1,9,acept,not furnished,6327.0
Belo Horizonte,110.0,2,2,2,4,not acept,not furnished,1734.0
São Paulo,110.0,2,3,2,12,not acept,furnished,14150.0
São Paulo,77.0,3,1,2,10,acept,not furnished,4728.0
São Paulo,850.0,5,7,8,1,not acept,not furnished,18050.0
Campinas,58.0,1,1,1,3,acept,not furnished,1746.0
São Paulo,145.0,3,3,1,5,acept,furnished,10100.0
Porto Alegre,42.0,1,1,1,7,acept,not furnished,1687.0
Porto Alegre,62.0,2,1,1,5,acept,not furnished,1707.0
São Paulo,65.0,2,1,0,0,acept,not furnished,1547.0
